names,scores,logfoldchanges,pvals,pvals_adj
FILIP1L,-4.1566787,-1.5425519,3.229074456103732e-05,0.0003302923244113279
PBDC1,-4.158357,-0.6748292,3.205447196144086e-05,0.0003280390104169588
SNORA67,-4.1589637,-1.1306012,3.1969465958200455e-05,0.00032733225269620804
TMEM86A,-4.164595,-1.7698516,3.119054485309865e-05,0.00031967583389379045
PHGR1,-4.1666293,-0.5791329,3.091362652521286e-05,0.0003169959235445029
USP22,-4.166742,-0.55562526,3.089843496323737e-05,0.0003169959235445029
BCL2L1,-4.185479,-1.0424509,2.845651485344615e-05,0.0002928239566047098
RP3-395M20.12,-4.1917205,-0.59336966,2.7684677074056277e-05,0.00028545391042355666
POLD2,-4.213937,-1.1011395,2.509577080105074e-05,0.00026006616798322595
AP1S1,-4.2242203,-0.8904021,2.3976934944092766e-05,0.00024897445496574623
TSTA3,-4.2294693,-0.7322247,2.3424314779139045e-05,0.00024360575385052962
PHC2,-4.2331686,-0.55317664,2.3042146450769413e-05,0.00024011788045068288
UBE2D4,-4.235681,-1.1274207,2.278599019984298e-05,0.00023756911773112064
ICOSLG,-4.2376003,-0.9185019,2.2592171123781577e-05,0.0002357878398577082
NMRK1,-4.2402806,-0.6525432,2.2324049032939264e-05,0.00023334541883768335
CDS2,-4.2412796,-0.6108294,2.2224898493950637e-05,0.00023242737706689385
ZNF22,-4.2428756,-0.70876974,2.2067388393719452e-05,0.00023101551062451128
SNCA,-4.244534,-0.81064475,2.1904821225529513e-05,0.0002295477666865214
LUM,-4.245319,-0.8349677,2.182829867596996e-05,0.0002288626882119445
TNF,-4.2471848,-0.8942374,2.164733730018612e-05,0.00022708134258330142
KDSR,-4.250594,-0.69003856,2.1320428389578814e-05,0.00022399543214414713
OSGEP,-4.2583323,-0.7251991,2.0595754903702915e-05,0.00021660361291911737
CTTNBP2,-4.2598095,-1.3598387,2.046012008868784e-05,0.00021545504766425655
RANGRF,-4.2601423,-1.1942574,2.042965940565116e-05,0.00021529798662146441
SYS1,-4.260713,-0.69552004,2.0377584475569866e-05,0.00021487851308370077
TCEAL1,-4.268458,-1.292151,1.968290006563892e-05,0.00020796204603577012
PKIG,-4.269434,-1.8464909,1.9596979358519602e-05,0.00020716085955254835
RPE,-4.278705,-0.8875179,1.879835413534626e-05,0.0001990259989915025
ESYT1,-4.2790976,-0.7654611,1.8765250649401348e-05,0.00019877803435581026
NOTCH1,-4.281396,-1.1044328,1.857247111706746e-05,0.00019703259524850536
KIAA0101,-4.2835684,-1.8661478,1.83919380120791e-05,0.0001952265229834394
TOMM40,-4.2913136,-0.9113026,1.7761933441241763e-05,0.00018878478955688255
RNASEH1,-4.3127284,-1.1760327,1.6125221756718923e-05,0.00017169848415128777
OGFOD3,-4.31318,-0.90807503,1.609229754813184e-05,0.00017143683257166503
EPB41L2,-4.3202457,-0.88822824,1.5585552728011456e-05,0.00016647024555325036
GANAB,-4.3248916,-0.56316376,1.5260701984154128e-05,0.00016317028699619796
TMCC3,-4.3258214,-1.1945362,1.5196465705575625e-05,0.0001625681315631902
TMEM223,-4.326797,-1.2287427,1.5129317739214177e-05,0.00016193418345585394
SH3PXD2B,-4.3469625,-0.9090345,1.3803590676652108e-05,0.000148363305236121
IDH3B,-4.348024,-0.535321,1.3736956480310616e-05,0.00014795696725304126
SUGT1,-4.369584,-0.50933385,1.2448350702159575e-05,0.0001345011534550705
GBP4,-4.369696,-0.7221935,1.2441962212515298e-05,0.0001345011534550705
CNRIP1,-4.371328,-1.3447446,1.2349306924992212e-05,0.0001335716132050396
SLC22A18AS,-4.376376,-1.5853279,1.2066880274531596e-05,0.00013065452803579067
TP53I13,-4.3812623,-1.0438827,1.1799371771644662e-05,0.00012789297946150648
MRPL15,-4.381991,-0.55760264,1.175996841147964e-05,0.00012753322320087986
IGFBP7,-4.384622,-0.6321568,1.1618731343993518e-05,0.0001262015533126153
PTGES2,-4.3851957,-0.5659236,1.1588151031913789e-05,0.00012593602569304296
GAMT,-4.386455,-2.1691146,1.152128420101838e-05,0.0001253420473570251
FAM127A,-4.3865013,-0.75924665,1.151884059421074e-05,0.0001253420473570251
IGKV4-1,-4.3921266,-1.515529,1.1224744479512534e-05,0.00012224550632356117
RNF139,-4.3953147,-0.50226116,1.1061241633356717e-05,0.00012059279314454596
DST,-4.3987765,-1.0043681,1.0886280570777261e-05,0.0001187483814226814
SEMA4C,-4.4005833,-2.1396413,1.0796020102324934e-05,0.00011782642035121136
NBL1,-4.410719,-1.1258026,1.0302804298183568e-05,0.00011280334369995226
APEH,-4.4288297,-0.89424485,9.474571315202486e-06,0.00010390142870181186
FAM103A1,-4.4444485,-0.6081509,8.811766979833095e-06,9.68916788050314e-05
CMSS1,-4.4480686,-1.3048446,8.664586051838918e-06,9.532437677288379e-05
WDR61,-4.448425,-0.5804333,8.650236822782268e-06,9.52175398042344e-05
PLA2G12A,-4.4504523,-1.3925947,8.56895781636456e-06,9.442411970593026e-05
RHOBTB3,-4.4568653,-1.3706757,8.316681531042674e-06,9.169342381889101e-05
ATP6V1H,-4.457924,-0.5073979,8.275734754577569e-06,9.129100417878716e-05
NOP56,-4.462774,-0.5637966,8.09054614266745e-06,8.9392261443929e-05
IGF2R,-4.462965,-0.69185907,8.083326138903914e-06,8.936058282474876e-05
HDDC3,-4.4701295,-1.0719436,7.817219795397325e-06,8.660534548284494e-05
LRRC69,-4.4785705,-2.0203657,7.5144631896306965e-06,8.343126815572124e-05
TMUB1,-4.4790483,-0.5339722,7.497654744319439e-06,8.3289693856133e-05
RP11-145M9.4,-4.487199,-0.5126546,7.2165714490716045e-06,8.034110372993002e-05
ZBTB4,-4.4875946,-0.9653604,7.203186359036839e-06,8.023560106601588e-05
FAM3C,-4.490486,-0.76422465,7.106081997241291e-06,7.919693665655075e-05
IL10,-4.520289,-1.1764319,6.1755337001774825e-06,6.905094299071e-05
UNC5B,-4.5234113,-2.525848,6.085087293703656e-06,6.808201188979873e-05
ALG3,-4.525261,-0.89946073,6.032106491580186e-06,6.759449463190483e-05
NUP62,-4.526573,-0.5100162,5.99478739171982e-06,6.721299309918961e-05
IL12RB1,-4.5303187,-1.1550275,5.889480054262776e-06,6.610450302567552e-05
PPIH,-4.5314827,-1.014183,5.857119078908608e-06,6.58132444285248e-05
YKT6,-4.5333357,-0.8526506,5.805949099555667e-06,6.527400277370115e-05
PHYH,-4.5340376,-1.2536715,5.786667536427111e-06,6.512856242067553e-05
RHOH,-4.5357556,-1.116634,5.739762617604958e-06,6.463608709644113e-05
DEGS1,-4.542333,-0.51567245,5.5634979929090126e-06,6.275442323979621e-05
ITGAV,-4.5448093,-0.7366004,5.498496895862123e-06,6.20894624725817e-05
CCL2,-4.54658,-0.6836856,5.452464550560227e-06,6.160354692264771e-05
PRKACB,-4.5477076,-0.68951213,5.423340413705865e-06,6.130823532652406e-05
ARSA,-4.553316,-0.82952935,5.280684944553709e-06,5.979436361100006e-05
DCTD,-4.555383,-0.8315921,5.229013076030423e-06,5.924194781337117e-05
COA5,-4.5563197,-0.6225721,5.205767905779253e-06,5.901486269513662e-05
STIP1,-4.561658,-0.71649045,5.075132240186437e-06,5.765765896999854e-05
IGFBP4,-4.572515,-1.3230103,4.819042894726042e-06,5.4839319060881876e-05
HOMER3,-4.5730395,-0.68969876,4.80699641739476e-06,5.4732573185078764e-05
AK3,-4.5784435,-0.8432532,4.684488572717839e-06,5.342659217184695e-05
PDHB,-4.579109,-0.66630906,4.669598640293399e-06,5.3286376034787765e-05
LINC00667,-4.579281,-0.91913986,4.665772932074091e-06,5.327233177004951e-05
SMUG1,-4.586472,-0.9848258,4.507990377583312e-06,5.164315539141061e-05
NTMT1,-4.592074,-0.7139761,4.388632913675067e-06,5.03882802487894e-05
PSMD9,-4.593943,-1.257427,4.34947850914219e-06,4.9966672811516524e-05
FARSA,-4.5943947,-0.93732345,4.340068249671311e-06,4.9886484377100986e-05
CTNNBL1,-4.600725,-0.78572625,4.210222328115199e-06,4.8448236644549836e-05
NASP,-4.6013484,-0.5682111,4.197643804715668e-06,4.83305830998362e-05
DNPEP,-4.6034193,-0.771501,4.156106606359689e-06,4.787918772275985e-05
CDC123,-4.605803,-0.7647091,4.1087736564769995e-06,4.738708673809906e-05
PIGT,-4.612559,-0.6228671,3.977421010154222e-06,4.592377723141508e-05
THOC6,-4.6140227,-0.966251,3.949493427042406e-06,4.562698399761033e-05
TGFBR1,-4.6173034,-0.58021873,3.8875888894341345e-06,4.493711278783409e-05
URM1,-4.6188927,-0.5532508,3.857936398407832e-06,4.4619479618543314e-05
PDCL3,-4.6252494,-0.85701054,3.7414800047349963e-06,4.329698028027325e-05
NDUFS2,-4.6263504,-0.5692747,3.721651048672847e-06,4.3091807319912505e-05
CHORDC1,-4.6360836,-0.748165,3.550722308813773e-06,4.1205640631790817e-05
ADSL,-4.6376233,-0.8086644,3.524380965074614e-06,4.092308644344839e-05
CENPW,-4.6447816,-1.0606816,3.404365481994803e-06,3.9551906610000744e-05
EXOSC4,-4.6491566,-0.7854464,3.3329478130557157e-06,3.874410286195967e-05
MED8,-4.6516294,-0.9337212,3.2932214933304094e-06,3.830399095556939e-05
HDDC2,-4.659025,-0.5792376,3.1771049659099194e-06,3.6995341942804727e-05
ENOPH1,-4.6606207,-0.8863619,3.152569344954535e-06,3.673047450770241e-05
PRPF31,-4.661056,-0.7750064,3.1459094192428937e-06,3.667369362159987e-05
SERTAD1,-4.6790023,-0.6806358,2.8827414763568377e-06,3.36822992419633e-05
CLEC9A,-4.6858506,-1.8561524,2.7879976976070052e-06,3.263101752233421e-05
OSM,-4.6906414,-1.1055039,2.7235022105310926e-06,3.189433934968215e-05
CCND2,-4.6939483,-1.0232059,2.679819184081327e-06,3.140068951484336e-05
UCHL3,-4.6942186,-0.6290427,2.6762777777853997e-06,3.137710251293916e-05
PTTG1,-4.6980925,-1.5008415,2.6260226911866676e-06,3.082311025006924e-05
AAMP,-4.700918,-0.6404633,2.5899410941955013e-06,3.0434402245414678e-05
C12orf45,-4.701713,-0.8306892,2.5798804901785285e-06,3.0333543289160946e-05
CYB5R1,-4.7048717,-0.8583512,2.5402582103071637e-06,2.9884791289052014e-05
SNAPC5,-4.7061014,-0.92335314,2.52498970482618e-06,2.972219819402331e-05
STARD3,-4.7192307,-0.85178876,2.367384128166785e-06,2.794711257454625e-05
RABGGTB,-4.724532,-0.62857896,2.306455490070598e-06,2.7259196750523494e-05
MCFD2,-4.726834,-0.67734754,2.2804788445486532e-06,2.698325659927337e-05
RP11-85F14.5,-4.7431345,-1.6490656,2.1043627293625194e-06,2.4942530295082656e-05
ZNHIT3,-4.75055,-0.6481701,2.028642266497327e-06,2.4072830687239094e-05
SIL1,-4.75115,-0.67724675,2.0226304109595205e-06,2.401537287830422e-05
NR1H3,-4.758199,-0.6122212,1.953276707257325e-06,2.324569131784674e-05
MTHFD1L,-4.758766,-2.147289,1.9477976689191e-06,2.3193931754779702e-05
EMD,-4.7601542,-0.6767109,1.9344489949765885e-06,2.3061732530705217e-05
SLC46A1,-4.7809987,-1.7018502,1.7442638372761314e-06,2.0903673272295215e-05
NSMCE1,-4.7841115,-0.5219729,1.7174549750570687e-06,2.0642642378774336e-05
KCTD5,-4.7906756,-0.99732155,1.6622044993193073e-06,2.001372209180414e-05
RAD51C,-4.797524,-1.3345867,1.6063896662064022e-06,1.936440015123384e-05
SAMD9L,-4.807366,-0.89818436,1.5293192662901161e-06,1.8500527529563813e-05
RBBP7,-4.8150315,-0.76376563,1.4717651004435277e-06,1.7825289526256742e-05
MED10,-4.817501,-0.63624257,1.453671701829341e-06,1.7616544490469034e-05
LAG3,-4.821758,-1.6303114,1.4229862508948211e-06,1.7254863995640746e-05
NDUFAF4,-4.8398657,-1.1819401,1.2992693578184144e-06,1.578266310452913e-05
TPRA1,-4.842955,-0.89677286,1.2792223656885305e-06,1.556677886497916e-05
NISCH,-4.8479896,-0.5149826,1.2471884040655902e-06,1.5185961297190095e-05
ANKRD39,-4.848926,-1.3599344,1.2413162776147248e-06,1.5123431372790911e-05
PLAU,-4.87711,-0.80108446,1.0765144253483727e-06,1.3162456603917059e-05
MRPS11,-4.8904634,-0.58843255,1.0059892256467797e-06,1.2322167549703307e-05
GPI,-4.8953032,-0.62305486,9.815414619569533e-07,1.2051474086431993e-05
SASH1,-4.90077,-0.51494145,9.546171994149275e-07,1.1741963143672288e-05
DERA,-4.904611,-0.9447669,9.361255979575195e-07,1.1521416307236163e-05
RN7SL368P,-4.9059334,-0.8067601,9.298408302295768e-07,1.1450931256018585e-05
TMEM126B,-4.9172163,-0.5433033,8.778361463285831e-07,1.0829986927872284e-05
MRPL13,-4.9254622,-0.5505501,8.416116343908722e-07,1.0410205879466809e-05
AC109826.1,-4.9280767,-1.7243121,8.304295290988113e-07,1.0288405433234459e-05
PPP2R1A,-4.9282384,-0.5568991,8.297432936732098e-07,1.028611115689452e-05
TRAPPC4,-4.9320135,-0.83659935,8.138624040743878e-07,1.0113669063706481e-05
TMEM14A,-4.9425015,-1.7732178,7.712640651189617e-07,9.602558715942842e-06
ATP2C1,-4.951031,-0.8335492,7.382118212854108e-07,9.21821805302202e-06
SEMA6B,-4.955654,-0.6272627,7.208740394526251e-07,9.018173769605692e-06
CLCN7,-4.9569397,-0.67590904,7.161212925511628e-07,8.964179277306599e-06
PITHD1,-4.967184,-0.5024364,6.793211830922659e-07,8.53475187741807e-06
CREB3L2,-4.9702897,-0.8708067,6.685286419857591e-07,8.40945128144954e-06
ATXN8OS,-4.9707646,-2.8072622,6.668934558125861e-07,8.394025600476139e-06
PPP2R4,-4.9860864,-0.70988977,6.161459120956464e-07,7.769569674085704e-06
GLO1,-4.991843,-0.5345291,5.980579840067835e-07,7.550757905089335e-06
THAP2,-4.9957995,-0.8619456,5.859243656175933e-07,7.4021177241621985e-06
TIMMDC1,-4.9973397,-0.9167233,5.812668061069054e-07,7.347799422763953e-06
CCNG1,-5.007765,-0.61803526,5.506570654147488e-07,6.969444448766571e-06
WBP2,-5.0104523,-0.5376396,5.430229661540301e-07,6.877062598504679e-06
AVPI1,-5.030159,-1.0998459,4.90073105142082e-07,6.2295422758277405e-06
CLDN7,-5.047235,-1.8576512,4.482502058622795e-07,5.704977356569582e-06
EBP,-5.0572777,-1.0374762,4.2528329875501627e-07,5.422758285802316e-06
MTMR14,-5.059774,-0.5573401,4.197541065521799e-07,5.355582382479615e-06
RBM42,-5.0601134,-0.7403697,4.1900716743013327e-07,5.349376952844034e-06
POP4,-5.060677,-0.77265453,4.1776993438074484e-07,5.3369004249547674e-06
WWP1,-5.0658636,-0.5063259,4.065529636129664e-07,5.196840467005347e-06
IKBIP,-5.0714326,-0.72916883,3.948324401169151e-07,5.0533136927432355e-06
TNFRSF17,-5.0969753,-1.7830553,3.4512344028961157e-07,4.442030787276135e-06
ZNF32,-5.09834,-1.2514424,3.426445161649838e-07,4.412891638865089e-06
SBDS,-5.1005197,-0.65473074,3.387222097024255e-07,4.3678569365459125e-06
ATG4C,-5.1021914,-0.8805643,3.357431310144946e-07,4.332162625139257e-06
AC096579.7,-5.1041794,-1.7226408,3.32232889536581e-07,4.289565402073252e-06
SNX24,-5.107951,-1.0586334,3.256704459015926e-07,4.212784236870696e-06
YBEY,-5.110355,-0.78561693,3.2155407991174885e-07,4.164784672875894e-06
SNX8,-5.1194024,-0.8768382,3.065055522693076e-07,3.9774035919953326e-06
GLOD4,-5.1318755,-0.7722199,2.868695644463126e-07,3.729667693805162e-06
AL928768.3,-5.1363497,-2.1599898,2.80126517911173e-07,3.64661844400664e-06
ACAT1,-5.1590304,-1.0507039,2.48232029340252e-07,3.252045520310168e-06
NRP2,-5.1753116,-0.7969444,2.2753095641212663e-07,2.9827477676785107e-06
SWAP70,-5.17758,-0.5450488,2.2478257300883984e-07,2.9504868550501747e-06
FAM136A,-5.1851172,-0.81112814,2.1587904739151365e-07,2.8381513897680822e-06
PSMD2,-5.1871386,-0.7320415,2.1355008546472126e-07,2.8102369900674763e-06
ISG20,-5.20612,-0.5808337,1.9283009323450044e-07,2.5424592061728064e-06
CMC2,-5.2065883,-0.5115457,1.9234442017353805e-07,2.5376854766983047e-06
CD2BP2,-5.2083125,-0.65342826,1.9056581487480756e-07,2.5158364074372504e-06
ZDHHC24,-5.2113657,-0.7911468,1.8745561504883514e-07,2.476368289148994e-06
EBNA1BP2,-5.214712,-1.3155696,1.8410285857926196e-07,2.4352110720191166e-06
POLDIP2,-5.220624,-0.8004962,1.783213324496517e-07,2.3617797637799348e-06
ITGA9,-5.222078,-0.9289555,1.769264524973056e-07,2.3448180395850138e-06
PCNA,-5.230502,-0.988424,1.690502524392673e-07,2.2447817802883042e-06
SLMO2,-5.2307987,-0.68030035,1.6877908761484245e-07,2.242631643783237e-06
SLC23A2,-5.230812,-1.1601193,1.6876704561097743e-07,2.242631643783237e-06
NDUFA10,-5.2388735,-0.5331364,1.6155973050145901e-07,2.152277551891273e-06
DHRS3,-5.241956,-1.2191064,1.5888299802545032e-07,2.117992900301604e-06
CTD-2090I13.1,-5.245428,-1.7489412,1.5591979244882616e-07,2.0798423776360966e-06
CWC15,-5.2523885,-0.5128013,1.501394350329127e-07,2.0092649685727933e-06
POP7,-5.2538095,-0.9563282,1.4898501264100234e-07,1.995116323879411e-06
EDEM2,-5.255936,-0.997615,1.4727341823539898e-07,1.9734830306491554e-06
ARL1,-5.2562623,-0.9888917,1.470123976582864e-07,1.9712720519444553e-06
SRD5A3,-5.2946277,-0.7245791,1.1925903777592053e-07,1.6043701091100083e-06
MYL6B,-5.297539,-1.1635882,1.1737371612700852e-07,1.581079408380156e-06
SNAPIN,-5.2991714,-0.6178154,1.1632947474495957e-07,1.5690721334029403e-06
MRPL9,-5.306283,-1.0535954,1.1188311014072063e-07,1.5110844526834564e-06
MRPS23,-5.31261,-0.95961523,1.0806595112347e-07,1.463381207528836e-06
PLEKHO2,-5.331282,-0.67296785,9.752187133831651e-08,1.324967899870483e-06
C14orf1,-5.331391,-1.4568201,9.746344871384889e-08,1.324967899870483e-06
C1orf123,-5.3336163,-0.9689285,9.627584759994843e-08,1.310641164044656e-06
NSFL1C,-5.336208,-0.83145577,9.491060104943838e-08,1.292912892464446e-06
LRRC59,-5.3377476,-0.569732,9.410833873429713e-08,1.2828353823880383e-06
GLB1,-5.3432207,-0.95047146,9.130941375860341e-08,1.2463370711771073e-06
GPR35,-5.3463135,-1.0054692,8.976366744082914e-08,1.2268697262934632e-06
GADD45A,-5.3470716,-0.8395893,8.93885317307049e-08,1.2225564076613198e-06
MRPS28,-5.35755,-0.6860652,8.435797157830737e-08,1.156064618512064e-06
TPGS2,-5.357705,-0.95362836,8.428567114339794e-08,1.1558453860406255e-06
ILK,-5.358124,-0.5893001,8.409060612527986e-08,1.1539412119959026e-06
MRPS26,-5.359693,-0.8996079,8.33633784228358e-08,1.144726953606954e-06
OSBPL1A,-5.368147,-1.1033778,7.954967489948206e-08,1.0938213503090872e-06
METTL5,-5.373917,-0.69023883,7.704431840477631e-08,1.0600823140292578e-06
CALU,-5.376802,-0.5324323,7.58204672870796e-08,1.0446432033130585e-06
IER3IP1,-5.381441,-0.50012666,7.389189531349879e-08,1.0194399992545811e-06
RPAIN,-5.4041877,-0.7425259,6.510266605743005e-08,9.018168903461413e-07
FLYWCH2,-5.416173,-0.9482855,6.088820631044958e-08,8.462924761998778e-07
IFI27,-5.4248476,-1.5924083,5.800398138501327e-08,8.078451382991434e-07
DNAJC1,-5.4394407,-0.78799516,5.344808148281339e-08,7.45404663560242e-07
LMAN1,-5.4396157,-0.666561,5.3395685593573385e-08,7.451801696468172e-07
HEBP1,-5.442926,-0.59931535,5.241248172171146e-08,7.319563518809624e-07
FAM32A,-5.4611225,-0.6679511,4.7313309512701576e-08,6.625477019005803e-07
EIF2S1,-5.4692235,-0.7084728,4.520110838550065e-08,6.334017433760703e-07
PDLIM2,-5.4738264,-0.5477661,4.4042044516565973e-08,6.175813742353709e-07
TM2D2,-5.4777465,-0.76180315,4.307761531387225e-08,6.044705159114719e-07
BCL7B,-5.493708,-0.80768454,3.93580870525219e-08,5.537917540104333e-07
IFNAR2,-5.496267,-0.51349676,3.879158161462518e-08,5.465699237931642e-07
PKD2L1,-5.49899,-2.6024044,3.819726376323576e-08,5.385656784309525e-07
DDRGK1,-5.506056,-0.5940133,3.669622475003541e-08,5.177572494113244e-07
MYO5A,-5.5139823,-0.8126088,3.5080431925710624e-08,4.952999910611509e-07
ARMCX6,-5.5142293,-1.0301272,3.5031149060395615e-08,4.94944569209127e-07
KPNA2,-5.515212,-0.8027311,3.4835994462114163e-08,4.928656997331093e-07
C12orf5,-5.515555,-0.92968404,3.476813536285098e-08,4.922448626648053e-07
STX8,-5.5188484,-0.6890672,3.412279368649441e-08,4.834415676949922e-07
SFMBT2,-5.5224886,-0.91061723,3.3423137122625425e-08,4.7451146748988755e-07
BHLHE40,-5.5235567,-0.50837004,3.32204580546223e-08,4.719604037393364e-07
ITGB5,-5.5369797,-1.040749,3.0773252700448146e-08,4.374959173736149e-07
SNX9,-5.540844,-0.7771024,3.010177306538295e-08,4.2824622263288046e-07
GBP1,-5.5519586,-0.68421286,2.8248692112341088e-08,4.0272041692656264e-07
NDUFV2,-5.5565577,-1.076303,2.7514659221496607e-08,3.925284497276608e-07
CLN6,-5.567491,-1.0928928,2.584332945754075e-08,3.699705093680991e-07
GIMAP5,-5.572107,-0.6523317,2.5167667699381384e-08,3.608010127099165e-07
CUEDC2,-5.5733733,-0.66770643,2.4985359675538227e-08,3.586884257196673e-07
DESI1,-5.5758886,-0.7973396,2.4626913031617945e-08,3.5403774343563363e-07
AHSA1,-5.5912104,-0.7558166,2.254919014420827e-08,3.2576518259708065e-07
SLC38A6,-5.5921173,-1.0834417,2.2431719483357824e-08,3.242963163900371e-07
GFRA2,-5.5961957,-1.3159825,2.191062007963582e-08,3.1698598986246916e-07
SLC35A4,-5.6025496,-1.033381,2.112218254790205e-08,3.0622689655782575e-07
RRAGD,-5.610733,-0.864819,2.0147158772675898e-08,2.925042591543589e-07
EMC10,-5.6141324,-0.50422716,1.975511672782037e-08,2.8721869072622123e-07
CXCL10,-5.6184645,-1.346164,1.9266186122458768e-08,2.8050747156592627e-07
EI24,-5.6290054,-0.5125698,1.812516225851857e-08,2.644573248081931e-07
NDUFA9,-5.631699,-0.7351841,1.7844266471735508e-08,2.605440586047356e-07
AK2,-5.6459856,-0.6587167,1.6423751947822078e-08,2.404873065170039e-07
CCT2,-5.6466284,-0.6936187,1.636247662694716e-08,2.3976108684839275e-07
SLC31A1,-5.647809,-0.91292644,1.6250558906837486e-08,2.382912312846191e-07
EMG1,-5.65227,-1.0028884,1.583426087457585e-08,2.325189853320226e-07
GBAS,-5.6556892,-0.5009863,1.552222156019425e-08,2.2809999027145866e-07
FCER1A,-5.664252,-2.1370056,1.4766748814422569e-08,2.173093809399863e-07
SLC25A11,-5.675396,-0.5654726,1.3836818115745446e-08,2.037704728107161e-07
METTL23,-5.6935697,-0.6351302,1.2441036020623663e-08,1.8347846872656837e-07
UBE2E2,-5.698235,-0.5467956,1.2105399034118439e-08,1.7865689199958118e-07
SNHG15,-5.6987066,-0.64420164,1.2071973209701519e-08,1.7829175397263488e-07
ECI2,-5.702149,-1.4177655,1.1830644182503243e-08,1.7510547543086452e-07
C15orf38,-5.704579,-1.8223327,1.1663110348023096e-08,1.727503552197447e-07
C10orf11,-5.705047,-0.94934756,1.1631097052107908e-08,1.7240057139546805e-07
RP3-522D1.1,-5.71082,-2.1285996,1.1243292248715883e-08,1.668933814706351e-07
CCDC53,-5.711905,-1.0054921,1.1171842326531243e-08,1.6631381517139948e-07
TXNDC12,-5.7168903,-0.5130159,1.0849110973709784e-08,1.6174393549694126e-07
CHCHD3,-5.7246714,-1.0992162,1.0363407076042119e-08,1.5472755190114082e-07
DYNLT3,-5.724902,-0.98888844,1.0349328248790568e-08,1.546298104944844e-07
MRPL22,-5.726874,-1.1070995,1.0229810165879713e-08,1.5302376567612544e-07
GPAA1,-5.730349,-0.6578282,1.0022412551365255e-08,1.5029226243022448e-07
C10orf128,-5.733821,-1.0877433,9.819295159618366e-09,1.4735402802032562e-07
PIGP,-5.734998,-0.5819888,9.751344595789727e-09,1.4644137030502363e-07
NUCB2,-5.736271,-0.92043746,9.678388515594942e-09,1.454521506856871e-07
FKBP3,-5.7403693,-0.5603037,9.44704195570411e-09,1.4218352222041762e-07
DTYMK,-5.7430696,-1.4770335,9.297557417076344e-09,1.4003635819160695e-07
OAT,-5.7495646,-0.68568987,8.947346981064099e-09,1.3495965185471336e-07
NFKBIE,-5.7570395,-0.65949184,8.560196161112252e-09,1.295005652111079e-07
AKR7A2,-5.7659845,-0.6319916,8.1182547829764e-09,1.2290534840687502e-07
CHID1,-5.768787,-0.86093366,7.98441450257963e-09,1.210576405638532e-07
SMARCB1,-5.7922,-0.8751168,6.9470400568196215e-09,1.0579806033119438e-07
CRHBP,-5.8028135,-1.8125763,6.521138993196488e-09,9.960748689831153e-08
SURF4,-5.809381,-0.65426695,6.2704181967479644e-09,9.592057761627345e-08
POLR2H,-5.80979,-1.0945445,6.2551249903547256e-09,9.575798726845053e-08
PDAP1,-5.8156953,-0.69603765,6.038241968924431e-09,9.264504437970825e-08
MRPL3,-5.8242974,-0.7692478,5.735338335789801e-09,8.819532636361709e-08
EIF1AY,-5.832128,-0.6418616,5.472490660277008e-09,8.434291348710712e-08
PDHA1,-5.842125,-1.32057,5.1539143252564464e-09,7.973225861581732e-08
RCBTB2,-5.844186,-0.587271,5.090525017354616e-09,7.881100156958742e-08
GRHPR,-5.8513336,-0.7824176,4.8764655807901915e-09,7.555393351550327e-08
RAB4A,-5.8556957,-0.5214012,4.750168734801306e-09,7.365272957457403e-08
MRPL36,-5.8590326,-0.8007826,4.655714923108078e-09,7.229740669930842e-08
PDCD2,-5.8604007,-0.7535627,4.617512055860726e-09,7.181280681421579e-08
APMAP,-5.861087,-0.65248436,4.598479529800128e-09,7.157102825418258e-08
GCSH,-5.8677006,-1.4899522,4.418800581704604e-09,6.882667461442627e-08
PFDN1,-5.8747435,-0.6416703,4.234990182211097e-09,6.606391599590548e-08
PSMD3,-5.87506,-0.9443067,4.2269062105170955e-09,6.59879525442627e-08
TBXAS1,-5.8780966,-0.5459797,4.150109892233055e-09,6.488774255723715e-08
AAMDC,-5.884295,-1.1674305,3.9975407107103805e-09,6.254993387970533e-08
NEK6,-5.885667,-1.1260283,3.96452587081103e-09,6.20806648374368e-08
RPL39L,-5.895749,-1.96957,3.729849339244274e-09,5.8495093266115896e-08
SUCLG1,-5.8981333,-0.5817834,3.6763735641673317e-09,5.770051444861708e-08
TMEM51,-5.909126,-1.4298581,3.4392817022225978e-09,5.4078263675637105e-08
SLC22A18,-5.910108,-1.1887487,3.4188297636423406e-09,5.382297255967302e-08
NIT2,-5.9232836,-1.129677,3.1557600291221035e-09,4.9719568409706573e-08
SIRT2,-5.9299965,-0.8869123,3.029411433201857e-09,4.780229616618057e-08
GSTM4,-5.9324956,-1.0771116,2.9836417759955855e-09,4.715256506498335e-08
PPA2,-5.9618864,-0.536615,2.49342684184768e-09,3.964954270820374e-08
CCDC47,-5.9701324,-0.7437675,2.370611783325302e-09,3.772580565882568e-08
ZC3HAV1,-5.977861,-0.5041948,2.2608675952070863e-09,3.6035210296588724e-08
BAIAP2,-5.9809237,-0.8653449,2.2187559105660724e-09,3.539148413986861e-08
MRPL16,-5.983865,-1.3131757,2.179040997042909e-09,3.478501759587393e-08
SNHG12,-5.9931827,-0.987176,2.057736389613414e-09,3.2888145989306484e-08
ADH5,-5.996394,-1.1088314,2.017472600989089e-09,3.23820914978147e-08
