names,scores,logfoldchanges,pvals,pvals_adj
PALD1,-2.989956,-1.5046009,0.0027901780387714894,0.020209012378698883
SIPA1L2,-2.9904866,-0.87507385,0.0027853330174004627,0.020190713811516277
FAM174B,-2.9935267,-1.6783919,0.0027577346898887767,0.0200118541706351
TRBC2,-2.9979942,-0.8781641,0.0027176284515458174,0.019741753178267544
SFXN4,-3.0017562,-0.76113325,0.002684270434091923,0.019520151520181755
SNAI1,-3.0024025,-0.84137064,0.00267857802615754,0.0194856585042481
SLC25A26,-3.0026894,-0.6179316,0.002676054831081362,0.019474204050786696
NOP16,-3.0065305,-0.88460904,0.0026424758683949866,0.019243486024221594
SLC38A7,-3.0100815,-1.0769155,0.0026117764019600396,0.019046947693015154
ARHGEF12,-3.0191815,-1.0318159,0.0025345863104537423,0.018510324570368154
PDE6D,-3.0207014,-1.0165952,0.00252189859521499,0.018437341973350615
RP11-365O16.3,-3.0226138,-1.7845315,0.0025060182755237926,0.01833430120393013
MZT1,-3.0230556,-0.5075294,0.0025023624069398336,0.01831408123068372
SH3PXD2A,-3.024612,-0.83440393,0.0024895238455188108,0.018226617341175345
TMA16,-3.0247536,-0.5437408,0.002488357231040675,0.018224575667511244
NSUN5,-3.0248988,-0.7278857,0.0024871640037568664,0.0182223375564328
SLC9A9,-3.030395,-0.6560977,0.0024423407486852348,0.017919518666818866
ICMT,-3.0329404,-0.93244356,0.0024218342689493796,0.01778177242748992
SPRYD4,-3.0353835,-1.4124538,0.0024022995779974694,0.017657288949770873
IP6K2,-3.0355122,-0.9533217,0.0024012754428419767,0.01765608293914862
USE1,-3.0373783,-0.56339186,0.0023864572727890165,0.017553415031560632
HMGCL,-3.0376158,-0.9186337,0.00238457828960729,0.01754588089869106
MAP1LC3B2,-3.038229,-1.4175105,0.002379730516682532,0.017516488984215022
KANSL1-AS1,-3.0429702,-0.8886801,0.0023425549414735508,0.017261417944547927
LINC00467,-3.0433526,-0.80080754,0.00233957937907958,0.01724568225246847
TWF1,-3.0492282,-0.6429467,0.002294301459649094,0.016924080009032068
POLR2C,-3.051045,-0.7145163,0.0022804647081538162,0.016834110030093382
EXOC7,-3.0539596,-0.520946,0.0022584252632390877,0.016683415699544884
NABP2,-3.0544474,-0.71524745,0.0022547545300075564,0.01666229508514223
PYCR2,-3.0552619,-0.88460827,0.0022486405461094178,0.016629085652406426
ELP6,-3.0570095,-1.1522893,0.002235572706644976,0.01655033252604209
MED11,-3.0580182,-0.684547,0.0022280596026877813,0.01651257602295215
EXOSC7,-3.0587337,-0.929982,0.002222745712334894,0.016485096361460637
LPIN2,-3.0608869,-0.5635692,0.0022068250477105316,0.016390706007398517
IFT27,-3.0616386,-0.9304721,0.002201290886899658,0.01635768136667266
TK1,-3.0629344,-2.2068627,0.002191781591341792,0.0162966621835044
SUCNR1,-3.065318,-1.2628914,0.002174385680995411,0.016184903424639158
GGCX,-3.0686252,-0.8282571,0.0021504623114268293,0.016024261630229176
DRG1,-3.0701518,-0.5174904,0.0021395005400355114,0.015959958788658798
CCDC25,-3.071975,-0.5276371,0.0021264751211018964,0.015874330094945755
AGPAT1,-3.0737622,-0.6154609,0.002113779396747365,0.01579678821835699
AC005083.1,-3.0768251,-1.8259665,0.0020921802147715824,0.015646764163586818
R3HCC1,-3.0898883,-0.6898873,0.0020023178548140954,0.015012996070664194
GMNN,-3.0918007,-1.6823851,0.0019894641976407807,0.014927525772429675
LENG1,-3.0961463,-0.56123376,0.001960536475546971,0.014732010727124366
SAE1,-3.1009731,-0.9363379,0.0019288573310220442,0.01451521706325203
SLITRK4,-3.10492,-1.145524,0.00190330574541086,0.014333442277160508
EPAS1,-3.1103568,-0.9855307,0.0018686145601571433,0.014092868591280675
SH3GL1,-3.114208,-0.6723365,0.001844394977013703,0.013920435471733203
RAB3IL1,-3.114531,-1.6982275,0.0018423760266449212,0.013910311677452589
FAM127B,-3.117706,-0.8813568,0.0018226444867598366,0.013766397597017178
RP11-760N9.1,-3.123598,-2.7502127,0.0017865431420325607,0.013513612440230817
U2AF1L4,-3.1255202,-0.5015608,0.0017749082072202257,0.01343055310948176
COPG1,-3.125649,-0.53270495,0.0017741323751245262,0.01342963256966497
GAR1,-3.1267006,-0.76814294,0.0017677981603592301,0.013391560307754478
CA2,-3.127126,-0.91197497,0.0017652425842235662,0.01337713732429885
ZWINT,-3.1272347,-1.8625991,0.0017645893779697545,0.01337712531031798
TUBG1,-3.128992,-1.437717,0.0017540698400471274,0.013302290264620419
SLC39A7,-3.1293285,-1.0235687,0.0017520633049306683,0.01329198358718466
ASPSCR1,-3.1306505,-0.6317975,0.0017441953080859066,0.013237185020220176
COX6A1P2,-3.1328828,-0.7785416,0.001730985620132762,0.013146653272551044
SYNJ2BP,-3.1375086,-1.1192688,0.0017039025553278108,0.012964942756977254
CTSF,-3.1420126,-1.3967438,0.0016779087039324658,0.012790144907511772
SNX4,-3.1422598,-0.5349143,0.00167649213589549,0.012784809456834514
METTL15,-3.1443996,-0.8355358,0.0016642799742570434,0.01269639672669002
TRAF7,-3.145913,-0.5969554,0.001655692491359113,0.012638429468124357
CLN5,-3.1464999,-0.5828195,0.001652373254482228,0.012619631897792282
FXN,-3.1501334,-0.8403546,0.0016319597453494288,0.012473008790870597
MAD1L1,-3.1512082,-0.51551837,0.0016259655386817798,0.01243350793070576
GIPC1,-3.1541328,-0.9601815,0.0016097585687263626,0.012321675487465884
STK25,-3.1556427,-0.6964004,0.0016014484795531059,0.012262639252795863
NCEH1,-3.1579673,-0.5408605,0.0015887338979128271,0.0121743628929647
THOC3,-3.1680763,-1.4012847,0.0015345126551223839,0.0118056037820954
EXOSC8,-3.171482,-0.80888313,0.0015166317139522674,0.011678519300722466
C11orf1,-3.1754553,-1.587337,0.001496016120906375,0.011524095664572973
MIR4458HG,-3.178815,-1.3038657,0.0014787844968240983,0.011399912480398768
MRPL19,-3.1828868,-0.7248597,0.0014581454479118757,0.011257716397210566
SLC37A2,-3.1875129,-1.242009,0.001435021104898919,0.011095875051777743
MRPS22,-3.1967645,-0.89173967,0.0013897833440767084,0.01076230187497199
PTPN7,-3.2000122,-0.769382,0.0013742177901161052,0.01065382062435556
DTD1,-3.2108235,-0.7834432,0.001323552251066362,0.010288225733487824
EXOSC3,-3.2119675,-0.59681946,0.0013182926589374016,0.010251223483077998
RP11-206L10.11,-3.212693,-1.6061523,0.0013149680445073634,0.010233123193969546
MFSD7,-3.2198708,-0.8466311,0.0012824840522640715,0.009995487892531938
DYRK4,-3.2208402,-1.1937249,0.001278154369350199,0.00996552641412466
SEPT11,-3.2216876,-0.58920455,0.0012743806356042943,0.009939878445410548
AIFM1,-3.223936,-1.3258502,0.0012644160989643883,0.009873411219338124
AP001055.6,-3.2263167,-1.0802708,0.0012539455543179108,0.009795376059586145
C21orf59,-3.2264485,-0.91060215,0.001253367815889633,0.00979458998568644
SCCPDH,-3.2271178,-0.6704593,0.001250439580268503,0.009777793902488095
WDR18,-3.2289872,-0.69185024,0.00124229414462495,0.009722857985133662
CTC-228N24.3,-3.2329142,-0.99074936,0.0012253437343475626,0.009597512980702447
WRB,-3.23389,-0.54694736,0.0012211643086544712,0.00957208174584484
BLOC1S4,-3.2381237,-0.8069199,0.0012031866275474183,0.009438371523469985
VPS72,-3.2424297,-0.6752667,0.0011851519937347995,0.009307568966863694
GOSR2,-3.2503362,-0.6015088,0.0011526866590985806,0.00906300437557823
GNB4,-3.252097,-0.68001896,0.0011455699070425198,0.009010499855048234
OGDH,-3.2548697,-0.6913716,0.0011344439953925745,0.008929831587965554
XPO6,-3.2578702,-0.5903703,0.0011225178334298613,0.00884581807954474
RAB30-AS1,-3.2584898,-0.8101862,0.0011200684598086231,0.00883021713187835
PTGFRN,-3.2593274,-1.2914637,0.0011167670474169428,0.00880757230749997
ATPAF2,-3.2601385,-0.6787353,0.0011135781952455784,0.0087857981438111
TSPAN3,-3.2608473,-0.58124137,0.0011107980871265751,0.008767233345106292
TBC1D22A,-3.2625356,-0.61100864,0.0011042033697800393,0.008725246719866984
TRPV2,-3.2639532,-0.6362829,0.001098692829120033,0.008685046241434407
SGPP1,-3.2648401,-0.5086694,0.0010952584801607657,0.008662443043032344
CCL5,-3.2680647,-0.5718472,0.0010828557499828356,0.008570554192370163
BCL2L12,-3.2893674,-1.0782666,0.001004128237762775,0.007994702454080339
LAMP5,-3.2912536,-1.37123,0.0009974200578668608,0.007948771881967695
C15orf57,-3.2961464,-0.5250394,0.0009802092869814847,0.007820721512803303
STYXL1,-3.2963376,-0.62422025,0.000979542246073916,0.007818438090844254
HINT3,-3.2972708,-0.7112234,0.0009762935712895529,0.007798572266538223
NDRG2,-3.2993348,-1.218594,0.0009691428695243554,0.007744466317036003
SEL1L3,-3.3051574,-0.77651435,0.0009492307098261986,0.007588301106706398
ZFYVE21,-3.3184514,-0.7242954,0.0009051806948482589,0.007247447146856437
E2F4,-3.322787,-0.71837115,0.0008912289811223225,0.007138525069629402
SNHG17,-3.3228464,-0.8951633,0.0008910393975377151,0.007138525069629402
SHMT2,-3.3253622,-0.64542615,0.00088303745277693,0.007081201510959999
PRPF19,-3.326259,-0.78746545,0.0008802010033031732,0.007061213910438
GPR126,-3.3325531,-1.7127161,0.0008605301562071632,0.006908808594750431
DOCK4,-3.334017,-0.7630872,0.0008560138737650561,0.006877929085918918
ING2,-3.3400905,-0.6432847,0.0008375111572448767,0.006742457469443166
HERC2,-3.3429952,-0.8476342,0.0008287933673901551,0.006682756888905142
NKAP,-3.3446338,-0.5717519,0.0008239126017885743,0.0066464865050538955
PRCC,-3.346243,-0.55899554,0.0008191461778789943,0.006612761260589018
ANKRD9,-3.350229,-1.0708295,0.0008074475415083487,0.0065208853578382735
COQ4,-3.3511126,-0.50079167,0.0008048753755727353,0.006502670832401685
ARMCX1,-3.3534074,-1.0051758,0.0007982308936674525,0.006456612299487443
SMC2,-3.353823,-1.3293741,0.0007970334689621801,0.0064494679086813545
MCM3,-3.3550725,-1.3559041,0.000793441732594053,0.006422935855056512
NQO1,-3.358818,-1.6542764,0.000782765794895259,0.006341514997397306
MRPL48,-3.3601038,-0.5291617,0.0007791314931682184,0.006314563925483756
TMEM192,-3.3611095,-0.6592356,0.0007763002044112746,0.006294102249746863
C6orf89,-3.3620558,-0.7140908,0.0007736447331606745,0.006277530722156319
LTC4S,-3.365752,-1.8735337,0.0007633532536944633,0.006201376709574055
ALAS1,-3.3669157,-1.0070665,0.0007601389026237297,0.006180155062163385
GOSR1,-3.3686006,-0.9041767,0.0007555080926586059,0.006144938840803693
FDX1L,-3.3707008,-1.5855857,0.0007497721213523895,0.006103112050722282
GPN3,-3.3768864,-0.6278923,0.0007331134524338662,0.005974475954017962
CREB3,-3.3811462,-0.7925329,0.0007218412710722857,0.005885099068245811
PI4K2A,-3.3816836,-0.9539803,0.0007204306562506029,0.005875932039002236
TYW3,-3.3844466,-0.67248124,0.0007132188795381038,0.005824053451884539
SORBS3,-3.38931,-0.8280549,0.0007006878215841199,0.005728562440979848
CD320,-3.3902495,-1.070347,0.0006982902771746709,0.0057112354980553065
RFC2,-3.394793,-0.8783299,0.000686805115165324,0.005621779190282669
ATP5L2,-3.3947995,-1.2344661,0.000686788574196069,0.005621779190282669
QTRT1,-3.3950667,-1.2221435,0.0006861189760351894,0.0056206450355253
FOXRED2,-3.3970087,-1.4785967,0.0006812681417355187,0.00558536488885322
CBX5,-3.4033358,-0.991216,0.0006656840566156709,0.005466331199305243
MKI67IP,-3.4068868,-0.51310456,0.0006570836680124904,0.00539786739520945
SLC46A3,-3.4082913,-0.5235248,0.0006537104501240201,0.005374458081936728
FSCN1,-3.41147,-0.7325733,0.0006461365239265004,0.0053185792701231464
TRIP6,-3.4126437,-1.8545473,0.0006433602088187875,0.005297850672619691
RP11-556E13.1,-3.4172792,-1.4035476,0.0006325034112893591,0.0052147239077748
TMEM150A,-3.4181795,-1.1462436,0.0006304152295601937,0.005199595921109368
SNX1,-3.4290533,-0.53612095,0.0006056903915478561,0.004997676064343222
EHD4,-3.4290895,-0.8012522,0.0006056094567759825,0.004997676064343222
PIGH,-3.4321592,-1.221676,0.0005987957919176177,0.004946752037133511
SNX12,-3.4322383,-0.9307059,0.0005986210913600451,0.004946752037133511
PRKRA,-3.4338374,-0.6072849,0.0005951008344734147,0.0049201872859060535
CD27,-3.4392316,-1.1790142,0.0005833679389403313,0.004825125067891242
PTRH1,-3.4397724,-0.77397543,0.0005822037339897893,0.004817436700957833
ZCCHC17,-3.4473755,-0.5549586,0.0005660612598104467,0.004695220849555014
TMEM199,-3.4486516,-0.5500083,0.0005633933757727541,0.004678763192248733
C14orf142,-3.4519947,-0.7354472,0.0005564585413558609,0.004626787118466775
MCM7,-3.4531026,-1.3898172,0.0005541782020201633,0.0046096938044051594
UAP1,-3.4539104,-0.9634308,0.0005525209452384171,0.004599636044119815
HDAC3,-3.4540522,-0.6399949,0.0005522305564128999,0.00459908360754581
SEC22C,-3.4544413,-0.9168453,0.0005514344056361533,0.004594316929100889
MTRNR2L3,-3.4591198,-1.1799289,0.0005419437227961523,0.004518912544793749
PTPLAD1,-3.4615135,-0.8677667,0.0005371470834293058,0.004482557916959438
EIF2AK2,-3.4629247,-0.69678825,0.0005343378766453835,0.004462742990094824
SLC1A4,-3.4638875,-0.8055333,0.0005324291772871069,0.004448611550886048
ABCG1,-3.4772573,-1.0080045,0.0005065714217493912,0.0042515963683946245
KATNBL1,-3.4782135,-0.50671023,0.0005047677610216175,0.004238191151743471
GLRX2,-3.487775,-0.72629434,0.00048705753021182263,0.004099550650971098
RNASEH2A,-3.5054443,-1.3342514,0.00045584569107764836,0.003851051930918948
TMEM144,-3.5059192,-0.8471282,0.0004550333462128215,0.0038457717432700753
FAM104B,-3.5064895,-0.8122643,0.0004540591905412736,0.003840700915789784
HADH,-3.5073073,-0.9452902,0.0004526661072992058,0.003830495678790353
RP11-356J5.12,-3.5102153,-2.7765088,0.00044774392599973963,0.0037919699079408645
MX1,-3.5137465,-1.040298,0.00044183415210826234,0.0037465565091410647
SRPRB,-3.5145247,-0.5520536,0.0004405417323732499,0.0037371410016076227
GORASP2,-3.5146863,-0.56889087,0.00044027383377842627,0.0037364123743849993
GPR82,-3.5147092,-1.1050749,0.00044023557496693076,0.0037364123743849993
TAPBPL,-3.5191274,-0.897644,0.00043296863445479333,0.003680167918471575
SLC39A4,-3.5224938,-0.5279882,0.0004275069998962007,0.0036355804477502503
HYOU1,-3.522728,-0.7595347,0.00042712960194189287,0.003633876335791595
MMP25,-3.5246437,-0.7164239,0.0004240529848856636,0.003609197233299249
PAFAH1B3,-3.5279539,-0.79138374,0.0004187851472799914,0.003568800451851782
RASSF1,-3.528623,-0.5572799,0.0004177274914558516,0.0035642259651276717
TMEM180,-3.533958,-1.2614577,0.00040938625096707354,0.003497415874366647
TMEM9,-3.5353658,-1.248478,0.0004072110382533701,0.003480281184139648
TLR7,-3.536134,-0.7497025,0.00040602865305714694,0.0034730675910875706
RPL7L1,-3.5397708,-0.549141,0.00040047475216217657,0.0034327123954644356
RPUSD3,-3.5404499,-0.8738239,0.00039944538474250246,0.0034267506491344893
MSRA,-3.5507865,-0.59038883,0.00038408194731604943,0.003303233471491906
ACVRL1,-3.5529954,-0.95539343,0.00038087097413681804,0.0032783648754946488
ACBD6,-3.5532131,-1.0538497,0.00038055603051613215,0.003277027999356408
RASGRP3,-3.5536022,-1.2643706,0.0003799935560464106,0.003273557579553824
MYO1C,-3.55382,-1.4885409,0.00037967929063339794,0.003272223407814033
DDX1,-3.5563982,-0.6485194,0.0003759741662863085,0.0032430141427275748
LCMT1,-3.5566454,-0.5523054,0.00037562059732004706,0.003241326289358237
GNL3,-3.560968,-0.57178,0.0003694901925595007,0.00319110818807488
RPA2,-3.5647893,-0.6499683,0.0003641485851994696,0.003146298950151478
WDR55,-3.5673578,-0.9314199,0.0003605989929641661,0.0031182547289643494
SLC29A1,-3.5694184,-1.4215282,0.00035777453760671587,0.0030964390735785286
TM6SF1,-3.572099,-0.60057557,0.0003541314399927724,0.0030674954985703056
SPIN1,-3.5807145,-0.78367823,0.0003426560249426969,0.002973113075253011
TIPRL,-3.5855908,-0.55308735,0.00033631588711005957,0.0029193356644745933
PTS,-3.5857985,-0.6610487,0.00033604827316308274,0.002918246615805806
H2AFX,-3.5866096,-0.77850187,0.00033500521120496376,0.0029104197972182402
GRASP,-3.59296,-0.7972198,0.00032694288730545355,0.0028427829451476727
MITF,-3.5934908,-0.77637166,0.00032627722378604626,0.0028381970877558236
ELP5,-3.596722,-0.59485185,0.0003222526394443471,0.0028067562304425124
SF3A3,-3.6024787,-0.626383,0.00031519721533130934,0.002751141000653252
B4GALT7,-3.6111667,-0.68647623,0.0003048227239760237,0.0026628534895760812
FAH,-3.617896,-0.9664667,0.0002970076204381024,0.0025990065814040083
ALDH16A1,-3.6180708,-0.56162447,0.00029680720270429763,0.002598360368578476
SWI5,-3.618905,-0.833982,0.00029585223596336613,0.0025911051843395664
SAFB2,-3.6214669,-0.6761448,0.0002929373539102293,0.002566671335221126
MALSU1,-3.62968,-0.68486553,0.0002837728194079498,0.002491690423278786
SLC12A7,-3.6371942,-0.59021187,0.000275624211824737,0.002424288536653824
C3orf14,-3.6392615,-1.0899526,0.0002734211309064405,0.0024069735833526233
RWDD4,-3.6393702,-0.5098404,0.0002733056376944054,0.0024069735833526233
NAP1L4,-3.6415331,-0.5803829,0.0002710192395984866,0.0023899286811500564
TUBB2A,-3.647979,-1.61766,0.00026431123145616997,0.002335792195679601
C19orf48,-3.652206,-1.4138969,0.00025999726814747334,0.002301631702371488
TIMM50,-3.660241,-0.7618542,0.00025197813725769716,0.0022325676218227296
ACN9,-3.678075,-0.6339115,0.00023500073963448592,0.0020893591095523436
CECR5,-3.6789918,-1.0070199,0.0002341578538838162,0.002083669953351046
MTHFD2L,-3.6863477,-0.6151721,0.0002274955573167523,0.0020261415601542767
SLC36A1,-3.6948707,-0.83127683,0.00021999873109714195,0.001963632152475316
TRIM69,-3.7040827,-0.56743157,0.00021215692662843584,0.0019002484933486733
TMEM220,-3.7072449,-2.0741577,0.00020952640289781494,0.0018791470183876116
GMPR2,-3.7125762,-0.7070167,0.00020516024368145942,0.0018415980072307304
TMEM53,-3.7144456,-1.2564611,0.0002036495966477985,0.0018288375195024738
CSRP1,-3.7255602,-0.5641799,0.00019488186278546568,0.0017524002457831034
INO80C,-3.7259262,-0.8428401,0.0001945992824847181,0.0017506260605297012
RPP30,-3.7306542,-0.84495866,0.00019098309809868682,0.0017211115104775864
PSMG4,-3.7317722,-0.6857832,0.00019013750458185373,0.0017142436677913375
ADCK2,-3.732494,-1.2557389,0.00018959310840785894,0.0017100865213114835
GRAMD4,-3.7404203,-1.0862132,0.00018371270463740826,0.001659963958407286
PAPSS2,-3.7487721,-0.628502,0.000177702518308551,0.0016077809600512313
NRARP,-3.7557719,-1.078819,0.0001728080846939488,0.001565568036488118
SCOC,-3.758238,-0.5798025,0.0001711140350107651,0.0015522757510985404
SCARB1,-3.759715,-0.9364281,0.00017010690924553192,0.0015445045289259286
SNRNP40,-3.7634904,-0.5692188,0.00016755817036291854,0.001523384268990414
COPS7A,-3.7652543,-0.82552385,0.0001663796290419014,0.001514681775876361
ZNF259,-3.7721915,-1.0172665,0.00016181998511474193,0.0014751343136858513
KCNJ3,-3.77657,-2.187319,0.00015900284147579637,0.0014513869865080584
POLR3H,-3.778578,-1.2411978,0.00015772643795411868,0.0014410173763952391
RPS17L,-3.7846513,-1.0149004,0.00015392423121844408,0.0014087875803314481
TSPAN15,-3.7860756,-1.5056477,0.00015304508405608274,0.0014013659815286898
ATP6V0E2,-3.7893696,-1.4500266,0.00015103012611487052,0.0013841506513447219
ACADM,-3.7965639,-0.5937426,0.000146715603426111,0.001347014589773986
PLA2G15,-3.7978597,-1.0358775,0.00014595095498710025,0.0013411938920905018
DERL3,-3.7984102,-0.75013983,0.00014562716548733426,0.001339417598696006
COMMD10,-3.7987201,-0.5953992,0.00014544521035454621,0.0013383436680271085
HSBP1L1,-3.8001873,-0.9592829,0.0001445867288964829,0.0013316379351798553
ZNF302,-3.8109624,-1.1044576,0.00013842684830605022,0.0012777719284509464
IFRD2,-3.8116877,-1.2141137,0.00013802117727589448,0.0012746004265842725
COA1,-3.8127956,-0.5279957,0.00013740376765856508,0.0012700413985874302
SNRPA1,-3.8137188,-0.6587663,0.00013689124802382965,0.001265874067874414
BTBD7,-3.8141673,-0.5307966,0.0001366429602219596,0.0012641475125717027
TMEM109,-3.8166234,-0.7885576,0.00013529036443015436,0.001252198327947087
GCNT1,-3.8312035,-1.0420288,0.00012751803681762002,0.0011845329311443082
TPM1,-3.8322256,-0.53466725,0.00012698925859814576,0.0011801550428978426
RAB35,-3.8373427,-0.7169887,0.00012437288572469593,0.0011568876171464807
HSD17B4,-3.8386614,-0.53316456,0.00012370684577955204,0.0011512138880364568
EAF2,-3.8491135,-0.7362475,0.00011854614160582486,0.0011056945665724573
PSMG1,-3.84941,-0.9969437,0.0001184026300173258,0.0011048579961934913
GFER,-3.8577452,-0.5197869,0.00011443784289030946,0.0010717584291492532
EPHX1,-3.8589454,-1.0209603,0.00011387738480078875,0.001066996272284524
VPS25,-3.8593607,-0.5917099,0.00011368398400573382,0.00106567055144005
EMP2,-3.863057,-0.83731055,0.00011197691791778213,0.0010501480803719275
TMEM11,-3.8638844,-0.8130841,0.00011159802088223519,0.0010470730213397652
NTPCR,-3.866199,-0.82708997,0.00011054472799180179,0.0010381393965890663
TMEM18,-3.8668256,-0.8222717,0.00011026126552624034,0.0010359512677291477
LUZP1,-3.8668783,-1.0762818,0.00011023742633297146,0.0010359512677291477
ZBED1,-3.8686323,-0.7743729,0.00010944753625757852,0.0010292480402344616
GNG7,-3.8702018,-0.97974396,0.0001087453215712301,0.0010231130644068665
MAPKAP1,-3.8785665,-0.7208903,0.00010507378285503003,0.0009912958126061175
AIMP2,-3.8804162,-1.152461,0.0001042778537143924,0.0009846918394216934
ME1,-3.8850553,-0.71184623,0.00010230660365057879,0.0009683044104853535
FAM58A,-3.8877788,-0.883085,0.00010116579278095068,0.0009588331301939689
MTX2,-3.888725,-0.9631587,0.00010077222806455749,0.0009555441431581066
MRPS18A,-3.895006,-0.7532627,9.819629778437053e-05,0.0009324106370098717
HAGHL,-3.895372,-1.3703485,9.8048137361443e-05,0.0009318658388393812
WSB2,-3.904881,-0.58254194,9.427180732090839e-05,0.0008988880318118571
SIGLEC7,-3.905992,-0.9372844,9.383961065716136e-05,0.0008951827914409227
RP1-17K7.2,-3.90831,-1.7808168,9.294404119014336e-05,0.0008870517069235022
IL2RA,-3.9097178,-0.53420323,9.240402202295601e-05,0.0008827185519354416
DPM2,-3.9101431,-0.5480582,9.224146180080169e-05,0.0008819864784856348
MRPL35,-3.9155505,-0.64274603,9.01982093154042e-05,0.0008640592809313731
MAGED2,-3.915613,-1.1915306,9.017478995685862e-05,0.0008640592809313731
PAQR8,-3.9173143,-1.1859449,8.954096132108297e-05,0.0008585644068007998
PTGR1,-3.9175649,-1.881294,8.94479630624658e-05,0.0008583081602235091
ABHD14A,-3.918389,-1.359081,8.914269105190363e-05,0.0008559449507037089
ADK,-3.9200444,-1.1170398,8.853267474056344e-05,0.000850485390617233
LYRM5,-3.9206345,-0.61312985,8.831611437478761e-05,0.0008488022059925163
MAEA,-3.9347134,-1.0057925,8.329608460551304e-05,0.0008028100097965151
SLC25A33,-3.9374003,-0.7657878,8.236910199883425e-05,0.0007942486119934562
C5orf56,-3.9418285,-0.98557264,8.086281017455974e-05,0.0007811918259169585
BLNK,-3.9433682,-1.4230734,8.034515778799874e-05,0.0007765563767560386
PCED1B-AS1,-3.959689,-0.57422864,7.504744732705202e-05,0.0007267212481967221
OXLD1,-3.9633389,-0.61369675,7.390875606428163e-05,0.0007163705633822651
UBE2J2,-3.9653566,-0.6535711,7.328626946552196e-05,0.0007110084243183839
HMOX2,-3.967335,-0.86373633,7.268080468651945e-05,0.0007058014377528656
IL32,-3.9712718,-0.59040725,7.148997775870738e-05,0.0006948947696062991
BAK1,-3.9715059,-0.9074623,7.141975099749122e-05,0.0006945410081608229
G6PC3,-3.9718323,-0.8745535,7.13219381029053e-05,0.0006939281218672818
AKIP1,-3.972363,-1.0100473,7.116313920867384e-05,0.0006930304007660652
UBE2G2,-3.977388,-0.569973,6.967645181185718e-05,0.000679519182539485
RHNO1,-3.9878464,-0.9051052,6.667581543337938e-05,0.0006514934864501881
ABR,-3.9910874,-0.7728868,6.577102212322109e-05,0.0006429587205560028
GTPBP6,-3.9937053,-0.60730207,6.504868843611767e-05,0.0006362003453573414
CCDC106,-3.9943845,-1.3662294,6.486251236162667e-05,0.0006346818476033526
AFG3L2,-3.9954593,-0.733886,6.456891444278616e-05,0.0006324118533377658
ICT1,-3.9980707,-1.0986842,6.386086491316068e-05,0.0006263734810330987
DPP9,-3.9999995,-0.9714533,6.334259972100081e-05,0.0006218843757400409
ZNF503,-4.000478,-0.90428716,6.321475793945394e-05,0.0006209262037028947
FMNL2,-4.0039988,-1.1748102,6.228063410391936e-05,0.0006120436273429204
SPATA20,-4.0189977,-1.2552685,5.8446269836104276e-05,0.0005762936952283307
CD276,-4.0201516,-1.1877873,5.816070814727532e-05,0.0005737535692241303
SDHA,-4.02727,-0.73842204,5.642820576448109e-05,0.0005574661386617096
UBBP4,-4.034092,-1.6132815,5.481388459385256e-05,0.0005425623128385724
DTNBP1,-4.0369735,-0.7338448,5.4145183104118345e-05,0.0005364606486218367
CINP,-4.0387473,-0.5749596,5.3737407854225704e-05,0.0005326775692126507
ENOSF1,-4.0398154,-1.034969,5.349323880956335e-05,0.0005305133814113652
MRPL37,-4.040419,-0.6709563,5.335579344781702e-05,0.0005294060336830525
ALG2,-4.0468054,-0.61345047,5.19213449653939e-05,0.0005156716452803926
GPR85,-4.0599184,-1.6977624,4.908991695071001e-05,0.0004884958337766
GBA,-4.060957,-0.60306394,4.887202242595436e-05,0.0004865634085268754
CYB561D2,-4.062457,-0.68053746,4.855890397430674e-05,0.0004839154076157976
P2RX4,-4.0652432,-0.6575457,4.798243744971194e-05,0.0004788679914463473
ARHGAP17,-4.0695357,-0.5671956,4.710688567916562e-05,0.00047058747255843846
EPHB2,-4.0775247,-1.3884025,4.551767544294577e-05,0.00045537639335683903
EXOSC1,-4.0802813,-0.7585641,4.498125261378125e-05,0.00045022922228586795
RPS17,-4.101775,-1.1531135,4.0999260835205395e-05,0.0004127875555105108
SUSD3,-4.1025996,-1.2123712,4.085342156543291e-05,0.00041152104578840636
MCM5,-4.103516,-0.86900395,4.06918263824372e-05,0.00041009450358618226
SLC25A19,-4.1079307,-0.75935435,3.992195557146794e-05,0.00040273111839148176
C16orf91,-4.111426,-1.2867793,3.93223223118489e-05,0.00039707228467287067
THAP7,-4.112712,-0.8785802,3.9103861399601444e-05,0.0003950606154883947
PPIE,-4.120806,-0.79499567,3.775490355807044e-05,0.0003821846228518876
RAD51AP1,-4.123645,-1.5831858,3.7292359336355066e-05,0.00037768862595758914
MFNG,-4.123958,-0.63530624,3.724165450094222e-05,0.00037736126616477923
SF3B4,-4.128225,-0.6577095,3.6557485861418646e-05,0.0003707947763088258
TMEM106A,-4.1302886,-0.7845162,3.6230803946857556e-05,0.00036802680565316124
ETV3,-4.1311293,-0.5660347,3.6098526783600016e-05,0.0003668646813566954
PPAPDC1B,-4.1371465,-0.94982433,3.516513516321469e-05,0.000357555750255391
ARHGAP9,-4.1376677,-0.55978596,3.508541358525779e-05,0.0003569219303725259
EBAG9,-4.1399326,-0.7616458,3.4740767416060586e-05,0.00035446978841168375
MPDU1,-4.145409,-0.5985055,3.392073176893084e-05,0.0003464471156638712
